office_id,name,company_type,company,postcode,municipality,address_1,address_2,tel,fax,hp_address,office_no,manager_name,founding_day,traffic,home_helper_00,home_helper_01,home_helper_10,home_helper_11,clerk_00,clerk_01,clerk_10,clerk_11,otherwork_00,otherwork_01,otherwork_10,otherwork_11,l_care_worker_00,l_care_worker_01,l_care_worker_10,l_care_worker_11,l_practical_training_00,l_practical_training_01,l_practical_training_10,l_practical_training_11,l_care_basis_00,l_care_basis_01,l_care_basis_10,l_care_basis_11,l_home_helper1_00,l_home_helper1_01,l_home_helper1_10,l_home_helper1_11,l_home_helper2_00,l_home_helper2_01,l_home_helper2_10,l_home_helper2_11,l_home_helper_traning_00,l_home_helper_traning_01,l_home_helper_traning_10,l_home_helper_traning_11,office_time_week,office_time_sat,office_time_sun,office_time_hol,office_time_reghol,office_time_memo,service_time_week,service_time_sat,service_time_sun,service_time_hol,service_time_memo,service_area,sub_tokuteijigyosyo_1,sub_tokuteijigyosyo_2,sub_tokuteijigyosyo_3,sub_emergency_homecare,seikatsukinoukoujyourenkei,care_staff_improved_1,care_staff_improved_2,care_staff_improved_3,jyoukoukaigo,area_outside_price,cancel_price,user_charge_cut
175,ツクイ福岡香椎,営利法人,株式会社　ツクイ,〒813-0012,福岡市東区,福岡県福岡市東区香椎駅東4-27-4,,092-674-4115,092-674-4116,データーなし,4070801008,徳地　真二,2002/07/01※半角で記入してください（例：2013/04/01）,JR香椎線　香椎駅から徒歩25分,2人,2人,18人,0人,0人,0人,1人,0人,0人,0人,0人,0人,2人,2人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,なし,時間外は、転送電話にて24時間対応。,0時00分～24時00分,0時00分～24時00分,0時00分～24時00分,,,福岡市東区　博多区　粕屋郡　古賀市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,最短の公共交通機関を利用したときの費用,サービス利用当日のキャンセルは、利用負担額(利用者事故負担金)の100％を徴収。ただし、ご利用者様の容態の急変等、やむを得ない場合はこの限りではない。,データーなし
176,福博介護家事サービス,営利法人,有限会社　福博家政婦紹介所,〒815-0032,福岡市南区,福岡県福岡市南区塩原３丁目１９－２９,,092-541-7826,092-552-2826,データーなし,4071100293,中園　美南子,2000/02/01※半角で記入してください（例：2013/04/01）,西鉄大牟田線 大橋駅下車 東口に出て南区役所の裏 徒歩５分西鉄バス 南区役所前下車 南区役所の裏 徒歩２分,2人,0人,42人,0人,1人,0人,0人,0人,0人,0人,0人,0人,2人,2人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,9時00分～18時00分,0時00分～0時00分,9時00分～18時00分,日曜日、年末年始,,8時00分～22時00分,8時00分～22時00分,8時00分～22時00分,,電話等により、休日及び２４時間常時連絡が可能な体制とする,福岡市〔南区・中央区・城南区・西区・博多区、早良区(野芥・梅林・田隈・田村の以北とする)〕、春日市、大野城市、筑紫野市、筑紫郡那珂川町,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,交通費の徴収なし,,データーなし
177,ケアシュクラン,営利法人,株式会社シュクラン,〒814-0161,福岡市早良区,福岡県福岡市早良区飯倉2丁目22-52,飯倉ｴﾄｱｰﾙ106号,092-834-7763,092-834-7764,データーなし,4071402707,鹿毛　純子,2009/10/01※半角で記入してください（例：2013/04/01）,バス、タクシ－、自家用車,2人,0人,5人,7人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,9時00分～18時00分,9時00分～18時00分,9時00分～18時00分,1月1日,,7時00分～23時00分,7時00分～23時00分,7時00分～23時00分,,ご要望があれば訪問介護サービス提供時間外もサービスを提供致します,福岡市内全域,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,事業所から片道おおむね１０キロメートル未満　　　０円事業所から片道おおむね１０キロメートル以上　１００円,前日迄のご連絡　　０円当日のご連絡　　費用全額但し病気等止むを得ない事情の場合この通りではありません。,データーなし
178,ケアプラザ桜坂,営利法人,有限会社　昭和通商,〒812-0024,福岡市中央区,福岡県福岡市中央区桜坂一丁目6-33,ネズバン桜坂,092-739-6086,092-739-6087,データーなし,4071001640,三浦　佳代子,2006/05/01※半角で記入してください（例：2013/04/01）,地下鉄七隈線桜坂駅より徒歩1分,4人,0人,15人,0人,0人,0人,0人,0人,0人,0人,0人,0人,3人,2人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,9時00分～18時00分,9時00分～18時00分,9時00分～18時00分,なし,24時間対応。,0時00分～24時00分,0時00分～24時00分,0時00分～24時00分,,24時間対応。夜間深夜等の訪問は要相談。,福岡市・春日市・太宰府市・大野城・那珂川町・佐賀県神埼郡,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,事業所から片道おおむね50キロメートル未満500円、事業所から片道おおむね50キロメートル以上1000円,サービス提供時間の24時間前に連絡をいただけなかった場合のみ所定料金の50パーセント　　　　　但し、ご利用者様の容態の急変など、やむを得ない緊急な事情がある場合はキャンセル料は不要です。,データーなし
179,アップルハート　早良中央ケアセンター,営利法人,麻生介護サービス　株式会社,〒814-0171,福岡市早良区,福岡市早良区野芥４丁目１３番１０号　佐々木貸店舗,,092-874-3031,092-866-3601,データーなし,4071402327,磯部　恵子,2007/12/01※半角で記入してください（例：2013/04/01）,地下鉄七隈線　野芥駅から西鉄バス　野芥３丁目下車,5人,0人,14人,0人,0人,0人,0人,0人,0人,0人,0人,0人,3人,2人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,0時分～0時分,0時分～0時分,0時分～0時分,土日祝祭日（12/29～1/3）,,0時00分～24時00分,0時00分～24時00分,0時00分～24時00分,,居宅支援専門員の計画するサービス提供,福岡市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,サービス実施地域を越えた地点から目的地までの区間における往復の公共交通機関利用実費。自動車使用時の経費　10円/Km（消費税込）。,サービス利用料の1割,データーなし
180,はなみずきヘルパーステーション,営利法人,有限会社エー・ジー・クリエイト,〒810-0024,福岡市中央区,福岡県福岡市中央区桜坂1丁目６番9号,,092-771-6769,092-741-6132,データーなし,4071002010,河内山　眞智子,2009/05/01※半角で記入してください（例：2013/04/01）,地下鉄七隈線　桜坂駅より徒歩3分,2人,0人,13人,0人,0人,0人,0人,0人,0人,0人,0人,0人,2人,2人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,9時00分～18時00分,時分～時分,9時00分～18時00分,８月１３日から８月１５日及び１２月３１日から１月３日,転送電話により、24時間常時連絡が可能な体制とする。,8時00分～22時00分,8時00分～22時00分,8時00分～18時00分,,,福岡市（離島を除く）,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,実施地域以外の地域の居宅において行う指定訪問介護に要した交通費は、その実費をお支払頂きます。なお、自動車を使用した場合の交通費は次の額をお支払頂きます。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　(1)事業所から片道10キロメートル未満　　無料　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　(2)事業所から片道10キロメートル以上　　150円,ご利用者様の都合によりキャンセルする場合には本サービス利用の24時間前までに連絡しなければならないものとします。何ら申し出なくサービスがキャンセルされた場合又は24時間以内のキャンセルにつきましては下記のキャンセル料金をお支払い頂きます。但し、ご利用者様の容態の急変など、緊急かつやむを得ない事情がある場合にはキャンセル料は頂きません。（1）本サービス実施予定時間の24時間前まで・・無料（2）本サービス実施予定時間の24時間以内・・・サービス利用料金の1割,データーなし
181,友愛ヘルパーステーション,営利法人,ライフサポート合同会社,〒810-0055,福岡市中央区,中央区黒門8-29,カステリア大濠105,092-720-4756,092-720-4757,データーなし,4071002283,阿部　登,2011/08/01※半角で記入してください（例：2013/04/01）,福岡市営地下鉄唐人町駅下車　徒歩１分,3人,0人,1人,5人,0人,0人,0人,0人,0人,0人,0人,0人,2人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,3人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,9時00分～18時00分,時分～時分,時分～時分,日曜、祝日,時間外もお電話で対応しております。,0時00分～24時00分,0時00分～24時00分,0時00分～24時00分,,365日／0：00～24：00まで24時間サービス対応。,福岡市内全域,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,通常の事業の実施地域を越えて行う指定訪問介護の際、交通費は、その実費を徴収致します。自動車を使用した場合の交通費は、登録訪問介護員の居住拠点より算出するものと致します。尚、その費用の支払いを受ける場合には、ご利用者様又はその家族に対して事前に了承を取り、その支払いに同意する旨の契約書に署名及び捺印を受けることとする。,（その額、算定方法等）当社規定によるものとします。,データーなし
182,ヘルパーサービスほっとライフ伊都,営利法人,株式会社ほっとライフ,〒819-0169,福岡市西区,福岡県福岡市今宿西1丁目17番6号,ほっとライフ伊都,092-834-3307,092-384-3309,データーなし,4071202941,松　尾　　諭,2013/11/1※半角で記入してください（例：2013/04/01）,JR今宿駅より徒歩約8分今宿インターより車で約2分,2人,1人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,1人,0人,1人,0人,0人,0人,0人,0人,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,なし,営業日、営業時間以外にも常時連絡がとれる体制を作っております。,00時00分～23時59分,00時00分～23時59分,00時00分～23時59分,,,福岡市西区、早良区、糸島市（ただし離島は除く）,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,実施地域外から片道10キロメートル未満：無料実施地域外から片道10キロメートル以上：300円,ご利用日の前営業日の17時までにご連絡いただいた場合：無料ご利用日の前営業日の17時までにご連絡がなかった場合：1000円,データーなし
183,ニチイケアセンター高宮,社会福祉法人（社協）,株式会社　ニチイ学館,〒815-0083,福岡市南区,福岡県福岡市南区高宮5-2-5,ＦＦＫ高宮ビル5Ｆ,092-533-9107,092-523-7028,データーなし,4071101515,緒方小夜子,2004/04/01※半角で記入してください（例：2013/04/01）,西鉄高宮駅下車徒歩3分,2人,1人,23人,0人,0人,1人,0人,0人,0人,0人,0人,0人,2人,2人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,時分～時分,時分～時分,時分～時分,土曜、日曜、祝日、12月30日～1月3日,,6時00分～22時00分,6時00分～22時00分,6時00分～22時00分,,,福岡市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,公共交通機関：実費　自動車等：1キロあたり16円,（その算定方法）(1)サービス利用日の前営業日の17時までのご連絡・・・無料(2)サービス利用日の前営業日の17時以降のご連絡・・・基本料金の1割※お客様の容態の急変など、緊急且つやむを得ない場合はキャンセル料をいただきません。※上表の(2)について、お客様の都合によるキャンセルが頻繁に起こる場合については、キャンセル料を協議の上変更します。,データーなし
184,アサヒサンクリーン東区ホームヘルパー派遣センター,営利法人,アサヒサンクリーン株式会社,〒812-0063,福岡市東区,福岡県福岡市東区原田２丁目３１－２　フクヨシ５　１F　１０５号,,092-622-6771,092-626-1135,データーなし,4070801784,中島　美江,2011/03/01※半角で記入してください（例：2013/04/01）,JR箱崎駅下車,0人,1人,2人,18人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,8時00分～22時00分,8時00分～22時00分,8時00分～22時00分,8時00分～22時00分,１２月３１日～１月３日,早朝、夜間等は相談をさせて頂いております。,8時00分～22時00分,8時00分～22時00分,8時00分～22時00分,,上記は基本となりますのでそれ以外の時間帯は相談をさせて頂いております。,東区・粕屋郡・古賀・博多区,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,福岡市内であれば交通費等は頂いておりません。,当日キャンセルの場合１０００円（消費税別途）頂くようになりました。,データーなし
185,特定非営利活動法人　福岡コアラ,ＮＰＯ,特定非営利活動法人　福岡コアラ,〒819-0161,福岡市西区,福岡県福岡市西区今宿東1丁目16番17-501号,,092-807-6085,092-807-6087,データーなし,4071202313,荒川　泰寛,2011/05/01※半角で記入してください（例：2013/04/01）,JR今宿駅より徒歩10分,2人,0人,0人,1人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,1人,0人,1人,0人,0人,0人,0人,0人,09時00分～17時00分,09時00分～17時00分,時分～時分,09時00分～17時00分,日曜日及び８/１３～１６・１２/３１～１/４,定休日に於いても血液透析の利用者に限り通院等、乗降介助を実施します。,08時00分～17時00分,08時00分～17時00分,時分～時分,,,福岡市西区・早良区・糸島市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,当事業所の通常の事業実施地域にお住まいの方は無料ですが、それ以外の方は以下の交通費がかかります。1．通常の実施地域を越えたところから片道概ね20ｋｍ未満500円2．通常の実施地域を越えたところから片道概ね20ｋｍ以上1000円,,データーなし
186,福岡地域福祉サービス協会ヘルパーステーションたすけ愛の会ひまわり,ＮＰＯ,特定非営利活動法人福岡地域福祉サービス協会,〒812-0044,福岡市博多区,福岡県福岡市博多区千代4丁目２９－３２　　前田ビル４階,,092-643-8517,092-651-9888,データーなし,4070900495,吉冨薫,2000/03/01※半角で記入してください（例：2013/04/01）,地下鉄貝塚線　馬出九大病院前　　徒歩5分,16人,0人,51人,9人,2人,0人,0人,1人,0人,0人,1人,0人,12人,9人,3人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,3人,0人,0人,0人,0人,0人,0人,0人,7時30分～19時00分,7時30分～19時00分,7時30分～19時00分,7時30分～19時00分,盆休み　8月1415日    年末年始　12月30日～1月3日,◎時間外及び日祝日等については相談に応じます。◎休日及び時間外の連絡は留守電セット。,7時30分～19時00分,7時30分～19時00分,7時30分～19時00分,,◎時間外及び日祝日等については相談に応じます。,福岡市全区及び粕屋郡各町,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,事業所から片道　おおむね２０キロ未満　２００円事業所から片道　おおむね２０キロ以上　３００円,利用時間48時間前まで：無料　利用時間24時間前までのキャンセル：当該基本料金の50%　　利用当日　　　　　　　　　　　　：当該基本料の100%　　　　　　　　　　　＊ただし急病などやむをえない事情によるものについては、この限りでは　　　　　ありません。,データーなし
187,さくら・介護ステーション福岡西,営利法人,株式会社　フュージョン,〒819-0002,福岡市西区,福岡市西区姪の浜１丁目２３番１３－１０１号　ＦＵＪＩ B.L.D,,092-894-6655,092-894-6644,データーなし,4071201455,新名　美智雄,2006/02/01※半角で記入してください（例：2013/04/01）,地下鉄姪浜駅より徒歩２分,6人,0人,31人,0人,1人,0人,0人,0人,0人,0人,0人,0人,4人,3人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,12月30日～1月3日,２４時間対応（営業時間外及び定休日は転送電話、ファックスにて対応）,0時00分～23時59分,0時00分～23時59分,0時00分～23時59分,,３６５日、２４時間対応,福岡市西区、福岡市早良区、福岡市城南区,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,通常事業の実施地域を越えるその路程１ｋｍ当たり２０円,ご利用の２４時間前までにご連絡頂いた場合　　　　　無料ご利用の１２時間前までにご連絡頂いた場合　　　　　当該基本料金の５０％ご利用の１２時間前までにご連絡がなかった場合　　  当該基本料金の１００％※利用者様の容態の急変など、緊急且つやむを得ない事情がある場合はキャンセル料は不要です。,データーなし
188,セントスタッフ訪問介護事業所,営利法人,セントスタッフ株式会社,〒810-0001,福岡市中央区,福岡市中央区天神一丁目10番17号,,092-781-5501,092-781-5518,データーなし,4071002242,小林　泰慶,2011/04/01※半角で記入してください（例：2013/04/01）,◆西鉄福岡（天神）駅より徒歩5分◆福岡市営地下鉄天神駅より当事業所のビルに直結（13番出口）,0人,3人,0人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,2人,2人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,10時00分～19時00分,時分～時分,時分～時分,時分～時分,土、日、祝【年間の休日】8月13日～8月15日、12月29日～1月3日,電話連絡は365日ご対応致します。,0時00分～24時00分,0時00分～24時00分,0時00分～24時00分,,,福岡市全域,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,交通費の実額を徴収。自動車を使用した場合は通常の実施地域を超えて１ｋｍにつき２００円を徴収。,介護サービス利用日の前営業日の１７時までに連絡があった場合は無料介護サービス利用日の前営業日の１７時までに連絡がなかった場合は、介護保険規定料金の５０％,データーなし
189,ライフ介護ステーション,営利法人,株式会社新井興産,〒813-0044,福岡市東区,福岡市東区千早５丁目２０番９号,フアィブビル　1Ｆ,092-672-3627,092-673-4182,データーなし,4070800398,長谷　義昭,2000/03/26※半角で記入してください（例：2013/04/01）,西鉄香椎宮前駅下車徒歩５分もしくはJR香椎駅下車徒歩１０分,1人,0人,10人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,0時分～0時分,0時分～0時分,0時分～0時分,日曜日、祝日、８月１３日～１６日、１２月２９日～１月４日,転送電話にて２４時間対応,8時00分～19時00分,8時00分～19時00分,8時00分～19時00分,,営業日、営業時間外においても必要に応じて実施。,福岡市東区・博多区、古賀市、糟屋郡,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,交通費の実費を徴収します。但し、自動車を使用した場合は(1)事業所から片道概ね１０ｋｍ未満は１，０００円(2)事業所から片道概ね１０ｋｍ以上は１，５００円徴収します。,訪問介護員交通費相当額（２００円）を徴収します。,データーなし
190,ホームケアヘルパーステーション,営利法人,株式会社　ホームケアサービス,〒813-0025,福岡市東区,福岡市東区青葉7-13-41,,092-691-2501,092-691-2504,データーなし,4071100897,澤　智恵子,2002/09/01※半角で記入してください（例：2013/04/01）,JR香椎線　土井駅より徒歩5分,1人,1人,8人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,9時00分～18時00分,9時00分～18時00分,9時00分～18時00分,なし,,9時00分～18時00分,9時00分～18時00分,9時00分～18時00分,,,福岡市全域（主に東区）、糟屋郡全域,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,公共交通機関・・実費車　　　・・1ｋｍあたり20円,・サービス利用日の前日までに　ご連絡をいただいた場合・・・無料・ご連絡をいただかない場合・・・一律　1000円※但し、認知症の利用者、緊急時に関しては原則頂いておりません。,データーなし
191,さわやかヘルパーステーションいそうだ,営利法人,かぶしきがいしゃさわやかくらぶ,〒812-0881,福岡市博多区,福岡県福岡市博多区立花寺１７３－１５,さわやかたちばな館,092-937-5557,092-589-0525,データーなし,4070902863,川村　仁美,2011/05/01※半角で記入してください（例：2013/04/01）,西鉄電車雑餉隈より徒歩７分鹿児島本線南福岡駅から徒歩１３分,0人,12人,0人,4人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,4人,1人,0人,0人,14人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,10人,0人,0人,0人,0人,0人,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,なし,,7時00分～21時00分,7時00分～21時00分,7時00分～21時00分,,,福岡市博多区・福岡市南区・大野城市・春日市・太宰府市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,１０キロメートルにつき１００円を徴収させて頂きます,生活援助45分未満の金額,データーなし
192,福運ヘルパーステーション,営利法人,有限会社　福運タクシー,〒814-0171,福岡市早良区,福岡県福岡市早良区野芥2丁目1番15号,,092-871-0530,092-871-0440,データーなし,4071400958,上村　謙二,2003/01/01※半角で記入してください（例：2013/04/01）,地下鉄七隈線　野芥駅1番出口から徒歩1分,2人,7人,7人,5人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,1人,1人,6人,0人,0人,0人,0人,0人,6時00分～20時00分,6時00分～20時00分,0時分～0時分,0時分～0時分,日曜及び12月29日～1月3日まで,電話等により24時間常時連絡が可能な体制,6時00分～20時00分,6時00分～20時00分,6時00分～20時00分,,,福岡市全域,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,事業所から概ね15キロ以上は、1キロにつき15円,介護報酬の10割,データーなし
193,訪問介護ステーションアイクル香椎浜,営利法人,株式会社　メディカル３４,〒813-0016,福岡市東区,福岡県福岡市東区香椎浜２－４－９,,092-673-0342,092-673-0341,データーなし,4070802873,吉井　健二,2011/02/01※半角で記入してください（例：2013/04/01）,鹿児島本線JR千早駅もしくは西鉄千早駅を下車し、徒歩２０分程度。,3人,0人,7人,4人,0人,0人,0人,0人,0人,0人,0人,0人,2人,2人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,9時00分～18時00分,時分～時分,時分～時分,日曜日、祝日８月１３日～８月１５日、１２月３１日から１月３日,場合によってはこの限りではない。,0時00分～24時00分,0時00分～24時00分,0時00分～24時00分,,,福岡市東区、糟屋郡,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,1kmあたり10円（公共有料道路の往復実費駐車場がない場合は駐車代）,サービス開始予定時間の２時間前までにご連絡がない場合は金８００円の料金を請求させていただきます。,データーなし
194,ティアラヘルパーステーション,その他,合同会社ＡＩＲグループ,〒813-0003,福岡市東区,香住ヶ丘2丁目15番21,しのはらビル302号,0924104347,0924104348,データーなし,4070803285,田上　佑紀,2012/05/01※半角で記入してください（例：2013/04/01）,JR香椎線九産大前駅下車、西鉄バス唐原バス停下車,5人,0人,10人,0人,0人,0人,0人,0人,0人,0人,0人,0人,4人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,9時00分～18時00分,9時00分～18時00分,9時00分～18時00分,なし,転送電話等により24時間連絡が可能な体制をとる,9時00分～18時00分,9時00分～18時00分,9時00分～18時00分,,転送電話等により24時間連絡が可能な体制をとる,福岡市、糟屋郡、春日市、大野城市、古賀市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,実施はしない,,データーなし
195,さくら訪問介護ステーション,医療法人,医療法人　慈照会,〒812-0882,福岡市博多区,麦野4丁目33-24,,092-558-2659,092-558-2664,データーなし,4070903580,福本　智代子,2014/02/28※半角で記入してください（例：2013/04/01）,西鉄雑餉隈駅から徒歩約3分JR南福岡駅から徒歩約8分,3人,0人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,2人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,,,7時00分～20時00分,7時00分～20時00分,7時00分～20時00分,,,福岡市・春日市・大野城市・那珂川町・太宰府市・筑紫野市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,交通費の実費をいただきます。,ご利用の24時間前までにご連絡いただいた場合…無料ご利用の12時間前までにご連絡いただいた場合…介護負担金の５０％ご利用の24時間までにご連絡がない場合…介護保険負担金の１００％,データーなし
196,ケアサポートフクミ,営利法人,株式会社フクミ,〒811-1353,福岡市南区,柏原1丁目36番17号,,092-565-2432,092-403-0422,データーなし,4071103651,福島みどり,2012/5/1※半角で記入してください（例：2013/04/01）,西鉄バス　やよい坂徒歩8分,2人,1人,0人,12人,0人,0人,0人,0人,0人,0人,0人,0人,2人,2人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,9時00分～18時00分,時分～時分,9時00分～18時00分,毎週日曜日,年末年始12月31日から1月3日まで休み,8時00分～22時00分,8時00分～22時00分,8時00分～22時00分,,緊急時は24時間対応している,福岡市南区　城南区　早良区　西区　中央区　那珂川町,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,10キロを超える地域に関しては100円,サービス時間の1時間前までに連絡がなかった場合キャンセル料600円をいただく,データーなし
197,社会福祉法人ふくおか福祉サービス協会　香椎支部,社会福祉法人（社協以外）,社会福祉法人　ふくおか福祉サービス協会,〒813-0041,福岡市東区,福岡県福岡市東区水谷１丁目３０番２２号,,092-674-3399,092-674-3332,データーなし,4070802329,澁谷　智恵子,2007/04/01※半角で記入してください（例：2013/04/01）,西鉄電車貝塚線・ＪＲ鹿児島本線　千早駅より徒歩１０分,0人,7人,0人,37人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,7人,7人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,2人,2人,0人,0人,7人,7人,0人,0人,0人,1人,9時00分～20時00分,9時00分～19時00分,0時分～0時分,9時00分～19時00分,日曜日・お盆（8/13～15）・年末年始（12/30～1/3）,電話等によりサービス提供時間帯は、常時連絡が可能な体制としております。,8時00分～20時00分,8時00分～20時00分,0時分～0時分,,休日：日曜日・お盆（8/13～15）・年末年始（12/30～1/3）　　　　　　　　　　　　　時間外のご利用につきましては、ご相談に応じます。,福岡市東区,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,事業所からご利用者様宅等までの往復交通費（実費）をいただく場合があります。,利用予定日の前日(日曜日の場合は前週土曜日）１８時以降のキャンセルは、キャンセル料として総費用の１０％をお支払い頂きます。,データーなし
